x,y,t_fit,residual,theta,M,X
88.364456,57.784378,36.78377734306375,9.069825270657052e-08,30.00179389201196,0.030000273093482382,55.00319427951854
74.283936,54.40678,22.901990586455025,4.155992161410652e-06,30.00179389201196,0.030000273093482382,55.00319427951854
60.256474,46.311462,6.70511297048744,1.07023226866275e-06,30.00179389201196,0.030000273093482382,55.00319427951854
82.13437,57.717567,31.35580717791841,1.4570243772734565e-06,30.00179389201196,0.030000273093482382,55.00319427951854
101.03639,67.84934,52.79250955408916,5.5276139231444556e-06,30.00179389201196,0.030000273093482382,55.00319427951854
69.284134,48.406086,15.570588494115096,8.447452314517846e-07,30.00179389201196,0.030000273093482382,55.00319427951854
77.81013,57.588833,27.545840551762534,1.7653241083533906e-08,30.00179389201196,0.030000273093482382,55.00319427951854
91.29688,63.03135,41.948527715799756,4.828723371261573e-06,30.00179389201196,0.030000273093482382,55.00319427951854
107.66841,65.91405,57.5663840796738,4.4658708760955143e-07,30.00179389201196,0.030000273093482382,55.00319427951854
76.40689,56.871525,25.972083721579097,1.077160115121852e-06,30.00179389201196,0.030000273093482382,55.00319427951854
72.313515,51.168285,19.576187041831112,4.321056693382319e-06,30.00179389201196,0.030000273093482382,55.00319427951854
100.56871,68.07376,52.49968070618438,5.3899443294311356e-06,30.00179389201196,0.030000273093482382,55.00319427951854
85.40742,57.31956,33.991152589782764,1.2083043879098337e-06,30.00179389201196,0.030000273093482382,55.00319427951854
65.73637,47.454475,12.022386918635634,7.408787878466602e-09,30.00179389201196,0.030000273093482382,55.00319427951854
78.559,57.776672,28.288411594174327,7.184848098350434e-08,30.00179389201196,0.030000273093482382,55.00319427951854
102.01643,67.376236,53.404683916028134,5.62282523530454e-06,30.00179389201196,0.030000273093482382,55.00319427951854
92.44081,67.234024,45.04009223760698,2.990080533295986e-06,30.00179389201196,0.030000273093482382,55.00319427951854
102.319664,67.23141,53.59485940021774,5.588818673158387e-06,30.00179389201196,0.030000273093482382,55.00319427951854
73.051186,52.32614,20.79413847376184,4.686761479903183e-06,30.00179389201196,0.030000273093482382,55.00319427951854
70.23932,48.974834,16.68236451553681,1.7791783814118597e-06,30.00179389201196,0.030000273093482382,55.00319427951854
88.56056,57.891556,37.007217705029255,2.2147186672697307e-07,30.00179389201196,0.030000273093482382,55.00319427951854
91.96877,65.819046,43.924132789848684,4.07891830455292e-06,30.00179389201196,0.030000273093482382,55.00319427951854
86.83264,57.347816,35.23920143326717,4.509620718783302e-07,30.00179389201196,0.030000273093482382,55.00319427951854
92.62934,67.65634,45.41436164551702,2.5083921780270705e-06,30.00179389201196,0.030000273093482382,55.00319427951854
104.750336,66.19454,55.18113964408551,5.075559566475489e-06,30.00179389201196,0.030000273093482382,55.00319427951854
73.5264,53.136063,21.610683635718736,4.664514283992333e-06,30.00179389201196,0.030000273093482382,55.00319427951854
93.27278,68.66579,46.4757650548908,8.881875364280644e-07,30.00179389201196,0.030000273093482382,55.00319427951854
71.30269,49.905098,18.068792983885213,3.1883372032967775e-06,30.00179389201196,0.030000273093482382,55.00319427951854
64.975815,47.35335,11.313179915169446,4.902199994561348e-09,30.00179389201196,0.030000273093482382,55.00319427951854
89.05592,58.24083,37.61100580317699,8.470589272838477e-07,30.00179389201196,0.030000273093482382,55.00319427951854
100.71979,68.00157,52.594430523107164,5.431969164089569e-06,30.00179389201196,0.030000273093482382,55.00319427951854
106.31808,65.80417,56.34302487046135,3.385679766343759e-06,30.00179389201196,0.030000273093482382,55.00319427951854
108.06331,66.10597,58.004214486010795,1.7078413060717373e-09,30.00179389201196,0.030000273093482382,55.00319427951854
67.84049,47.865753,14.050154466803814,1.7390620763653552e-07,30.00179389201196,0.030000273093482382,55.00319427951854
82.02788,57.731422,31.27050339635752,1.4279507228104037e-06,30.00179389201196,0.030000273093482382,55.00319427951854
98.86425,68.84363,51.40838896651589,4.823268205611541e-06,30.00179389201196,0.030000273093482382,55.00319427951854
72.67582,51.715893,20.163863333279217,4.55656269666914e-06,30.00179389201196,0.030000273093482382,55.00319427951854
97.88674,69.218376,50.74905890988149,4.2797749480348845e-06,30.00179389201196,0.030000273093482382,55.00319427951854
88.70565,57.981354,37.177799314375555,3.5910808997839584e-07,30.00179389201196,0.030000273093482382,55.00319427951854
70.66043,49.300117,17.209836298510766,2.3280477031207957e-06,30.00179389201196,0.030000273093482382,55.00319427951854
95.17704,69.66583,48.62504796216332,1.1658488918147344e-06,30.00179389201196,0.030000273093482382,55.00319427951854
90.98131,61.803932,41.06140558790911,4.655217385693866e-06,30.00179389201196,0.030000273093482382,55.00319427951854
74.11193,54.128273,22.613814155499135,4.324186955135028e-06,30.00179389201196,0.030000273093482382,55.00319427951854
67.423485,47.758686,13.635502399101783,9.733659065167478e-08,30.00179389201196,0.030000273093482382,55.00319427951854
75.07062,55.54406,24.151648326888484,3.1404530309983477e-06,30.00179389201196,0.030000273093482382,55.00319427951854
93.32456,68.72479,46.550071682555895,7.889685704938781e-07,30.00179389201196,0.030000273093482382,55.00319427951854
92.49515,67.36309,45.151641377369984,2.860823281759535e-06,30.00179389201196,0.030000273093482382,55.00319427951854
109.09305,67.57011,59.62925777814846,3.119256860440017e-06,30.00179389201196,0.030000273093482382,55.00319427951854
74.6767,55.005707,23.541480537477476,3.709650959831573e-06,30.00179389201196,0.030000273093482382,55.00319427951854
84.74091,57.372154,33.44034605759235,1.441510476112349e-06,30.00179389201196,0.030000273093482382,55.00319427951854
83.09207,57.584,32.1184420886028,1.5922854950203224e-06,30.00179389201196,0.030000273093482382,55.00319427951854
78.128586,57.682087,27.86829575791576,2.1475889724602277e-09,30.00179389201196,0.030000273093482382,55.00319427951854
65.000305,47.356487,11.335957347050375,4.810864356107294e-09,30.00179389201196,0.030000273093482382,55.00319427951854
92.592575,67.57944,45.34410387201298,2.600801089848127e-06,30.00179389201196,0.030000273093482382,55.00319427951854
94.47159,69.50913,47.93540804916498,2.0724140120715204e-07,30.00179389201196,0.030000273093482382,55.00319427951854
